	0
Vibrio_porteresiae_DSM_19223	5
Azoarcus_communis_DSM_12120	1
Pseudomonas_aeruginosa_E2	5
Frankia_sp._Allo2	3
Erwinia_tracheiphila_DSM_21139	1
Paenibacillus_sabinae_T27	9
Nitrospirillum_amazonense_Y2	0
Bacillus_amyloliquefaciens_EGD-AQ14	1
Frankia_sp._CeD	2
Salmonella_enterica_enterica_sv._Bredeney_CFSAN001080	7
Pseudoalteromonas_haloplanktis_AC163	6
Pseudomonas_chlororaphis_aurantiaca_PB-St2	2
Paenibacillus_durus_P3L-5	2
Pseudomonas_sp._CMAA1215	2
Sporomusa_ovata_H1,_DSM_2662	11
Salmonella_enterica_enterica_sv._Senftenberg_316235162	1
Pseudomonas_chlororaphis_YL-1	1
Pseudomonas_syringae_syringae	0
Pseudomonas_syringae_pv._syringae	0
Pseudomonas_chlororaphis_chlororaphis_GP72	0
Neorhizobium_galegae_bv._officinalis_HAMBI_1141	3
Neorhizobium_galegae_bv._orientalis_HAMBI_540	3
Pedobacter_borealis_DSM_19626	1
Sphingomonas-like_bacterium_B12	2
Anaerosphaera_aminiphila_DSM_21120	4
Mesorhizobium_huakuii_7653R	2
Raoultella_planticola_ATCC_33531	1
Erwinia_amylovora_NBRC_12687	1
Agrobacterium_rhizogenes_NBRC_13257	1
Chondromyces_apiculatus_DSM_436	0
Corynebacterium-like_bacterium_B27	1
Sphingobacterium_nematocida_DSM_24091	1
Xylella_fastidiosa_DSM_10026	2
Actinokineospora_diospyrosa_DSM_44255	4
Pseudomonas_mediterranea_CFBP5447_(CFBP5447_re-assembly)	1
Pseudomonas_fluorescens_Q2-87	6
Pseudomonas_chlororaphis_aureofaciens_30-84	6
Pseudomonas_fluorescens_SS101	6
Pseudomonas_synxantha_BG33R	6
Pseudomonas_fluorescens_Q8r1-96	5
Bradyrhizobium_sp._STM_3843	1
Dickeya_paradisiaca_NCPPB_2511	3
Dickeya_zeae_NCPPB_3532	8
Pseudomonas_sp._NFACC10-1	0
Rhizobium_sp._NFR03	1
Pseudomonas_sp._NFPP25	2
Pseudomonas_sp._NFPP09	1
Pseudomonas_sp._NFPP10	1
Pseudomonas_sp._NFPP12	1
Pseudomonas_sp._NFPP13	2
Pseudomonas_sp._NFPP18	2
Pseudomonas_sp._NFPP08	1
Pseudomonas_sp._NFPP28	1
Pseudomonas_sp._NFPP05	1
Klebsiella_sp._NFPP35	8
Rhizobium_mongolense_USDA_1844	3
Ralstonia_sp._NFACC01	1
Pseudomonas_sp._NFR09	1
Pseudomonas_sp._NFPP17	2
Pseudomonas_sp._NFPP19	0
Mucilaginibacter_sp._NFR10	1
Pseudomonas_sp._NFPP07	1
Pseudomonas_sp._NFPP15	2
Pseudomonas_sp._NFACC45	1
Pseudomonas_sp._NFPP02	0
Pseudomonas_sp._NFPP04	0
Pseudomonas_sp._NFPP24	0
Blastococcus_endophyticus_DSM_45413	3
Rhizobium_sp._NFACC06-2	1
Pseudomonas_sp._NFACC15-1	0
Variovorax_sp._NFACC26	1
Variovorax_sp._NFACC27	1
Variovorax_sp._NFACC28	4
Variovorax_sp._NFACC29	1
Rhizobium_sp._NFR07	3
Burkholderia_sp._NFACC38-1	1
Burkholderia_sp._NFPP32	3
Pseudomonas_sp._NFACC08-1	0
Pseudomonas_sp._NFACC41-3	1
Bacillus_endophyticus_DSM_13796	8
Pseudomonas_sp._NFACC25	1
Pseudomonas_sp._NFACC51	0
Pseudomonas_sp._NFPP11	1
Pseudomonas_sp._NFACC48-1	1
Achromobacter_sp._NFACC18-2	1
Pantoea_ananatis_NFR11	3
Pseudomonas_sp._NFACC39-1	1
Mesorhizobium_sp._NFR06	1
Pseudomonas_sp._NFACC43	1
Pseudomonas_sp._NFACC42-2	1
Pseudomonas_sp._NFACC47-1	1
Pseudomonas_sp._NFACC07-1	1
Pseudomonas_sp._NFACC16-2	1
Pseudomonas_sp._NFACC02	1
Pseudomonas_sp._NFACC17-2	0
Pseudomonas_sp._NFACC49-2	1
Pseudomonas_sp._NFACC09-4	1
Pseudomonas_sp._NFACC04-2	1
Pseudomonas_sp._NFACC32-1	1
Pseudomonas_sp._NFACC05-1	2
Pseudomonas_sp._NFACC23-1	0
Pseudomonas_sp._NFACC44-2	0
Pseudomonas_sp._NFACC52	0
Pseudomonas_sp._NFACC06-1	0
Pseudomonas_sp._NFACC13-1	0
Pseudomonas_sp._NFACC24-1	1
Pseudomonas_sp._NFACC36	1
Pseudomonas_sp._NFACC54	0
Pseudomonas_sp._NFACC14	0
Pseudomonas_sp._NFACC37-1	1
Pseudomonas_sp._NFACC46-3	0
Pseudomonas_sp._NFACC56-3	0
Sinorhizobium_sp._NFACC03	2
Staphylococcus_sp._NFPP34	5
Sphingomonas_sp._NFR15	2
Burkholderia_sp._NFACC33-1	3
Pseudomonas_sp._NFPP14	2
Sphingomonas_sp._NFR04	1
Pseudomonas_sp._NFIX10	0
Pseudomonas_sp._NFIX28	1
Rhizobium_sp._NFR12	3
Staphylococcus_pasteuri_NFIX07	4
Pseudomonas_sp._NFACC19-2	1
Xanthomonas_citri_pv._mangiferaeindicae_LMG_941	1
Pantoea_stewartii_indologenes_LMG_2632	2
Klebsiella_sp._NFIX15	7
Klebsiella_sp._NFIX23	5
Enterobacter_sp._NFIX08	5
Enterobacter_sp._NFIX03	4
Rhizobium_sp._NFIX01	3
Klebsiella_sp._NFIX42	7
Klebsiella_sp._NFIX43	7
Pseudomonas_sp._NFR16	1
Paenibacillus_sp._NFR01	9
Klebsiella_sp._NFIX11	4
Klebsiella_sp._NFIX14	5
Klebsiella_sp._NFIX16	5
Klebsiella_sp._NFIX17	5
Klebsiella_sp._NFIX19	3
Janthinobacterium_lividum_NFR18	3
Pseudomonas_sp._NFR02	1
Klebsiella_sp._NFIX21	5
Klebsiella_sp._NFIX22	5
Klebsiella_sp._NFIX30	6
Klebsiella_sp._NFIX33	6
Klebsiella_sp._NFIX35	5
Klebsiella_sp._NFIX36	4
Klebsiella_sp._NFIX37	7
Klebsiella_sp._NFIX41	7
Klebsiella_sp._NFIX44	7
Klebsiella_sp._NFIX56	7
Rhizobium_sp._NFIX02	1
Klebsiella_sp._NFIX53	6
Enterobacter_sp._NFIX06	4
Enterobacter_sp._NFIX04	6
Pseudomonas_sp._NFPP16	2
Pseudomonas_putida_NFIX47	1
Pseudomonas_sp._NFPP33	1
Klebsiella_sp._NFIX54	4
Pantoea_sp._AS-PWVM4	1
Serratia_fonticola_AU-P3(3)	1
Xylella_fastidiosa_multiplex_Griffin-1	1
Enterobacter_sp._NFIX09	7
Enterobacter_sp._NFIX59	4
Klebsiella_sp._NFIX18	3
Klebsiella_sp._NFIX12	5
Enterobacter_sp._NFIX45	4
Enterobacter_sp._NFIX58	7
Klebsiella_sp._NFIX29	6
Klebsiella_sp._NFIX26	5
Klebsiella_sp._NFIX25	6
Klebsiella_sp._NFIX13	4
Bradyrhizobium_sp._NFR13	2
Klebsiella_aerogenes_NFIX39	3
Klebsiella_sp._NFIX40	8
Klebsiella_sp._NFIX20	3
Klebsiella_sp._NFIX34	8
Klebsiella_sp._NFIX27	5
Pseudomonas_sp._NFIX46	2
Pseudomonas_sp._NFIX49	1
Klebsiella_sp._NFIX38	4
Klebsiella_sp._NFIX24	5
Chlamydia_pecorum_DBDeUG	1
Pseudomonas_aeruginosa_NFHH01	1
Methylobacterium_sp._UNCCL126	3
Methylobacterium_sp._UNCCL136	1
Methylobacterium_sp._UNCCL143	9
Pantoea_agglomerans_NFPP29	2
Enterobacter_sp._NFR05	6
Chlamydia_pecorum_MC/MarsBar	1
Klebsiella_michiganensis_SA2	9
Saccharopolyspora_rectivirgula_DSM_43113	2
Acidovorax_valerianellae_DSM_16619	1
Mesorhizobium_albiziae_DSM_21822	1
Sulfitobacter_dubius_DSM_16472	1
Pseudomonas_syringae_pv._syringae_B301D	5
Pseudomonas_syringae_pv._syringae_HS191	5
Nostoc_punctiforme_PCC_73102	6
Micromonospora_zamorensis_DSM_45600	3
Chryseobacterium_luteum_DSM_18605	1
Trichococcus_flocculiformis_DSM_2094	6
Frankia_sp._CpI1-P	3
Alkalibacterium_pelagium_DSM_19183	5
Salmonella_enterica_enterica_sv._Anatum_ATCC_BAA-1592	7
Acholeplasma_palmae_J233	2
Paenibacillus_durus_ATCC_35681	9
Paenibacillus_polymyxa_EBL06	5
Bosea_lathyri_DSM_26656	4
Zunongwangia_mangrovi_DSM_24499	1
Dendrosporobacter_quercicolus_DSM_1736	6
Mucilaginibacter_polytrichastri_DSM_26907	2
Salegentibacter_agarivorans_DSM_23515	1
Micromonospora_saelicesensis_DSM_44871	3
Micromonospora_tulbaghiae_DSM_45142	4
Duganella_phyllosphaerae_T54,_DSM_23865	1
Micromonospora_coriariae_DSM_44875	3
Xanthomonas_perforans_GEV904	2
Pectobacterium_atrosepticum_ICMP_1526	1
Xanthomonas_perforans_GEV1054	1
Methylobacterium_oryzae_CBMB20	4
Xanthomonas_gardneri_SM795-12	1
Xanthomonas_gardneri_SM182-10	2
Xanthomonas_gardneri_SM194-10	1
Ralstonia_solanacearum_IPO1609	1
Pseudonocardia_alni_DSM_44104	6
Micromonospora_cremea_DSM_45599	3
Nostoc_sp._Moss2	3
Nostoc_sp._Moss5	4
Nostoc_sp._Moss4	4
Jiangella_alba_DSM_45237	2
Xanthomonas_perforans_GEV940	3
Xanthomonas_perforans_GEV839	1
Paenibacillus_graminis_DSM_15220	10
Pseudoalteromonas_luteoviolacea_S4054	1
Xanthomonas_citri_pv._fuscans_NCPPB_381	1
Xanthomonas_perforans_GEV917	3
Xanthomonas_perforans_GEV968	2
Xanthomonas_perforans_GEV909	3
Burkholderia_ambifaria_AMMD	6
Williamsia_herbipolensis_ARP1	3
Xanthomonas_perforans_GEV1026	3
Klebsiella_variicola_DSM_15968	8
Novosphingobium_malaysiense_MUSC_273	1
Paenibacillus_odorifer_DSM_15391	10
Xanthomonas_perforans_Xp2010	4
Nostoc_sp._Moss3	3
Nostoc_sp._Moss6	4
Agrococcus_jejuensis_DSM_22002	2
Acidovorax_konjaci_DSM_7481	1
Frankia_irregularis_DSM_45899	2
Microbacterium_mangrovi_MUSC_115	1
Herbaspirillum_seropedicae_Z67	3
Klebsiella_variicola_DX120E	8
Xanthomonas_perforans_GEV1001	1
Xanthomonas_perforans_GEV893	3
Salmonella_enterica_enterica_sv._Agona_19.F.03	2
Xanthomonas_pisi_DSM_18956	1
Sphingomonas_melonis_30a	1
Acidovorax_anthurii_DSM_16745	1
Streptomyces_sp._136MFCol5.1	1
Salimicrobium_halophilum_DSM_4771	6
Ralstonia_solanacearum_UW551	1
Mumia_flava_MUSC_201	5
Streptomyces_sp._Wigar10	1
Pseudomonas_thivervalensis_DSM_13194	5
Frankia_casuarinae_BR	1
Acinetobacter_calcoaceticus_GK1	1
Xanthomonas_perforans_GEV1044	1
Chryseobacterium_jeonii_DSM_17048	1
Xanthomonas_perforans_GEV915	2
Rhizobium_sp._28MFCol1.1	1
Pseudomonas_sp._113MF	1
Variovorax_sp._160MFSha2.1	3
Phyllobacterium_sp._177MFSha	1
Bacillus_sp._212MF	1
Bacillus_sp._215MF	11
Agrobacterium_tumefaciens_233MFSha2.1	11
Paenarthrobacter_nicotinovorans_254MFSha2.1	1
Rhodococcus_maanshanensis_259MFSha1.1	1
Variovorax_sp._278MFTsu5.1	1
Variovorax_paradoxus_295MFChir4.1	3
Rhodococcus_erythropolis_339MFSha3.1	1
Variovorax_paradoxus_349MFTsu5.1	3
Variovorax_sp._350MFTsu5.1	0
Variovorax_paradoxus_369MFTsu5.1	2
Ochrobactrum_sp._370MFChir3.1	2
Variovorax_sp._375MFSha3.1	1
Pseudomonas_sp._395MF	1
Pseudomonas_sp._397MF	0
Mycobacterium_sp._501AMF	1
Brevundimonas_sp._CL04Tsu	1
Paenibacillus_sp._CL06Col	2
Methylobacterium_sp._CL129	1
Variovorax_paradoxus_CL14	1
Agrobacterium_tumefaciens_CL32Tsu	2
Arthrobacter_sp._CL63Tsu	1
Microbacterium_azadirachtae_CL89	1
Paenibacillus_sp._445MF	2
Sphingomonas_sp._220AMFTsu3.1	1
Chryseobacterium_sp._312AMFChir4.1	1
Microbacterium_sp._CL22	1
Paenibacillus_sp._CL91	11
Paenibacillus_sp._CL97	11
Xanthomonas_perforans_GEV1063	1
Xanthomonas_perforans_GEV993	3
Herbaspirillum_hiltneri_N3	2
Rhizobium_sp._JGI_PFNR15_L4_(contamination_screened)	0
Rhizobium_sp._JGI_PFNR15_L4_(unscreened)	0
Rhizobium_sp._JGI_PFNR15_E18_(unscreened)	1
Acetobacteraceae_bacterium_JGI_PFNR15_L19_(unscreened)	1
Rhizobium_sp._JGI_PFNR15_K19_(contamination_screened)	0
Rhizobium_sp._JGI_PFNR15_K19_(unscreened)	0
Xanthomonas_perforans_GEV936	3
Pantoea_ananatis_B1-9	0
Bacillus_koreensis_DSM_16467	4
Xanthomonas_campestris_pv._musacearum_NCPPB_2251	1
Pseudomonas_fluorescens_Wayne1	0
Bacillus_cereus_RIVM_BC_934	15
Xanthomonas_hyacinthi_DSM_19077	2
Genome_Sequence_of_Pseudomonas_fluorescens_UM270	0
Xanthomonas_perforans_GEV872	3
Aureimonas_jatrophae_L7-484	4
Sphingomonas_carotinifaciens_L9-754	1
Glutamicibacter_halophytocola_KLBMP5180	6
Aureimonas_phyllosphaerae_L9-753	1
Serratia_plymuthica_HRO-C48	0
Lactobacillus_florum_DSM_22689	1
Lactobacillus_diolivorans_DSM_14421	1
Rhizobium_sp._JGI_PFNR15_M10_(unscreened)	1
Rhizobium_sp._JGI_PFNR15_M14_(contamination_screened)	1
Rhizobium_sp._JGI_PFNR15_M14_(unscreened)	1
Lactobacillus_sucicola_DSM_21376	1
Staphylococcus_aureus_aureus_MW2_GCA_001019125.1	8
Pseudomonas_congelans_LMG_21466	1
Lactobacillus_ghanensis_DSM_18630	1
Lactobacillus_hordei_DSM_19519	1
Lactobacillus_vini_DSM_20605	1
Lactobacillus_floricola_DSM_23037	1
Pseudomonas_poae_DSM_14936	1
Pediococcus_stilesii_DSM_18001	1
Pseudomonas_sp._NFACC50-1	1
Pseudomonas_sp._NFPP22	1
Enterobacteriaceae_sp._NFIX31	4
Rahnella_sp._NFIX50	1
Rhizobium_sp._NFR17	1
Rhizobium_tropici_NFR14	1
Pseudomonas_sp._NFACC11-2	1
Pseudomonas_graminis_LMG_21661	1
Chitinophaga_costaii_A37T2	1
Cedecea_sp._NFIX57	1
Pseudomonas_sp._NFIX51	1
Pseudomonas_syringae_pv._maculicola_M6	1
Streptomyces_scabiei_96-06	6
Xanthomonas_oryzae_X11-5A	1
Pseudomonas_mediterranea_DSM_16733	5
Klebsiella_pneumoniae_NFIX52	1
Asanoa_hainanensis_CGMCC_4.5593	3
Nonomuraea_wenchangensis_CGMCC_4.5598	3
Burkholderia_pyrrocinia_NFIX32	1
Bosea_robiniae_DSM_26672	1
Chryseobacterium_taeanense_DSM_17071	1
Chryseobacterium_jeonii_DSM_17048	1
Propionibacterium_cyclohexanicum_DSM_16859	1
Streptomyces_scabiei_85-08	5
Pantoea_vagans_PaVv11	0
Enterobacter_asburiae_NFIX55	6
Enterobacter_ludwigii_NFPP41	4
Nocardia_vaccinii_NBRC_15922	1
Lactobacillus_nodensis_NBRC_107160	1
Paraburkholderia_kirstenboschensis_KB_15	1
Streptomyces_scabiei_84-34	8
Micromonospora_avicenniae_DSM_45758	1
Pseudomonas_syringae_pv._theae_ICMP_3923	1
Chryseobacterium_formosense_DSM_17452	1
Chryseobacterium_soldanellicola_DSM_17072	1
Chryseobacterium_oleae_DSM_25575	1
Pantoea_ananatis_NFIX48	1
Kushneria_avicenniae_DSM_23439	1
Lactococcus_lactis_lactis_NCDO_2118	6
Paenibacillus_riograndensis_SBR5	9
Frankia_sp._Cc1.17	0
Burkholderia_sp._D7	4
Curtobacterium_ammoniigenes_NBRC_101786	1
Sinorhizobium_fredii_CCBAU_45436	4
Lactobacillus_harbinensis_DSM_16991	1
Roseobacter_denitrificans_DSM_7001	1
Stigmatella_erecta_DSM_16858	1
Stigmatella_aurantiaca_DSM_17044	1
Flavobacterium_akiainvivens_DSM_25510	1
Enterobacter_ludwigii_LecVs2	1
Cnuella_takakiae_DSM_26897	1
Chryseobacterium_takakiae_DSM_26898	1
Pectobacterium_carotovorum_carotovorum_DSM_30168	6
Enterobacter_ludwigii_EnVs2	2
Mesorhizobium_sp._LNHC221B00	1
Streptomyces_scabiei_96-08	7
Streptomyces_sp._96-12	7
Xanthomonas_alfalfae_GEV-Rose-07	1
Labrenzia_suaedae_DSM_22153	1
Mollicutes-related_endobacteria_(MRE)_phylotype_2	1
Chryseobacterium_contaminans_DSM_27621	1
Chryseobacterium_polytrichastri_DSM_26899	2
Lactobacillus_cacaonum_DSM_21116	1
Lactobacillus_perolens_DSM_12744	1
Lactobacillus_uvarum_DSM_19971	2
Lactobacillus_spicheri_DSM_15429	1
Pseudomonas_trivialis_DSM_14937	1
Streptomyces_scabiei_95-18	6
Streptomyces_scabiei_96-15	8
Streptomyces_europaeiscabiei_89-04	7
Pseudomonas_fluorescens_TR3	6
Clostridium_saccharobutylicum_NCP_162	0
Clostridium_beijerinckii_BAS/B3/I/124	14
Clostridium_saccharobutylicum_BAS/B3/SW/136	12
Clostridium_saccharobutylicum_L1-8	9
Clostridium_saccharobutylicum_NCP_258	12
Clostridium_saccharobutylicum_NCP_195	12
Clostridium_saccharobutylicum_NCP_200	12
Erwinia_sp._ErVv1	2
Mesorhizobium_sp._LNJC384A00	1
Agreia_pratensis_VKM_Ac-2510	1
Plantibacter_flavus_VKM_Ac-2504	1
Sporolactobacillus_terrae_DSM_11697	3
Burkholderia_sp._BT03	7
Pseudomonas_syringae_03-19A_reassembled	1
Pseudomonas_syringae_13-139B_reassembled	1
Pseudomonas_syringae_13-140A_reassembled	1
Pseudomonas_syringae_13-429_reassembled	1
Pseudomonas_syringae_13-509A_reassembled	1
Pseudomonas_syringae_13-C2_reasembled	1
Pseudomonas_syringae_14-32_reassembled	1
Pseudomonas_syringae_14-410_reassembled	1
Pseudomonas_syringae_14-Gil_reassembled	1
Pseudomonas_syringae_200-1_reassembled	1
Pseudomonas_syringae_BS2121_reassembled	1
Pseudomonas_syringae_ZUM3584_reassembled	4
Pseudomonas_syringae_ZUM3984_reassembled	1
Pantoea_agglomerans_C410P1	7
Pseudomonas_fluorescens_CREA-C16	1
Candidatus_Xiphinematobacter_sp._Idaho_Grape	1
Ralstonia_solanacearum_FJAT-1458	4
Xanthomonas_oryzae_pv._oryzae_PXO524	2
Raoultella_ornithinolytica_MG01	8
Xanthomonas_oryzae_pv._oryzae_PXO282	2
Liberibacter_crescens_BT-0	3
Rhizobium_sp._N741	3
Pseudomonas_fluorescens_L111	1
Pseudomonas_fluorescens_L321	1
Rhizobium_sp._N324	3
Stenotrophomonas_rhizophila_QL-P4	2
Paraburkholderia_sprentiae_WSM5005	7
Rhizobium_phaseoli_sv._phaseoli_R723	3
Rhizobium_sp._N561	3
Bradyrhizobium_diazoefficiens_USDA_122	1
Pseudomonas_fluorescens_L228	5
Xanthomonas_fragariae_Fap21	2
Rhizobium_phaseoli_sv._phaseoli_N261	3
Xanthomonas_campestris_pv._vesicatoria_85-10	2
Xanthomonas_citri_pv._citri_LH201	2
Rhizobium_phaseoli_sv._phaseoli_N161	3
Rhizobium_phaseoli_sv._phaseoli_R744	3
Pseudoalteromonas_luteoviolacea_S4054	12
Rhizobium_phaseoli_sv._phaseoli_R620	3
Klebsiella_sp._LTGPAF-6F	8
Rhizobium_phaseoli_sv._phaseoli_N671	3
Pseudomonas_syringae_pv._actinidiae_NZ-47	5
Xanthomonas_oryzae_pv._oryzae_PXO211	2
Xanthomonas_citri_pv._citri_LJ207-7	2
Ralstonia_solanacearum_YC40-M	4
Luteibacter_rhizovicinus_LJ96	2
Rhizobium_sp._N113	3
Rhizobium_sp._N731	3
Rhizobium_sp._N621	3
Streptomyces_sp._SAT1	6
Microbacterium_sp._BH3-3-3	3
Rhizobium_sp._N941	3
Bradyrhizobium_japonicum_J5	2
Xanthomonas_gardneri_ICMP_7383	2
Bacillus_sp._B25(2016b)	13
Xanthomonas_gardneri_JS749-3	2
Kozakia_baliensis_NBRC_16680	5
Curtobacterium_sp._BH-2-1-1	3
Xanthomonas_oryzae_pv._oryzae_PXO71	2
Sphingobacterium_sp._B29	7
Rhizobium_sp._N6212	3
Delftia_sp._HK171	5
Serratia_fonticola_GS2	8
Xanthomonas_citri_pv._citri_LL074-4	2
Xanthomonas_fragariae_Fap29	2
Rhizobium_phaseoli_sv._phaseoli_N931	3
Ralstonia_solanacearum_EP1	4
Pseudomonas_fluorescens_Pt14	6
Pseudomonas_koreensis_CRS05-R5	6
Streptomyces_pactum_KLBMP_5084	6
Escherichia_coli_sv._O36:H14_06-00048	7
Escherichia_coli_sv._O168_09-00049	7
Rhizobium_phaseoli_sv._phaseoli_N841	3
Rhizobium_phaseoli_sv._phaseoli_R611	3
Mesorhizobium_amorphae_CCNWGS0123	2
Paenibacillus_polymyxa_YC0573	12
Agromyces_sp._AR33	3
Xanthomonas_oryzae_pv._oryzae_PXO145	2
Xanthomonas_oryzae_pv._oryzae_PXO236	2
Stenotrophomonas_sp._LM091	3
Bradyrhizobium_icense_LMTR_13	1
Pandoraea_thiooxydans_ATSB16	2
Xanthomonas_euvesicatoria_LMG_930	2
Xanthomonas_oryzae_pv._oryzae_PXO563	2
Xanthomonas_vesicatoria_LM159	2
Xanthomonas_oryzae_pv._oryzae_PXO602	2
Rhizobium_sp._N541	3
Rhizobium_sp._N871	3
Rhizobium_gallicum_IE4872	3
Rhizobium_phaseoli_sv._phaseoli_N771	3
Rhizobium_phaseoli_sv._phaseoli_R650	3
Rhizobium_phaseoli_sv._phaseoli_R630	3
Candidatus_Eremiobacteraeota_bacterium_bin_29	2
Propioniciclava_tarda_DSM_22130	1
Flavobacterium_nitrogenifigens_DSM_29982	1
Dietzia_schimae_DSM_45139	1
Chryseobacterium_rhizoplanae_DSM_29371	1
Paenibacillus_jilunlii_DSM_23019	12
Bradyrhizobium_macuxiense_BR_10303	1
Allonocardiopsis_opalescens_DSM_45601	1
Kineococcus_rhizosphaerae_DSM_19711	4
Rhizobium_phaseoli_sv._phaseoli_N831	3
Paenibacillus_polymyxa_YC0136	11
Rhizobium_sp._N1341	3
Xanthomonas_citri_pv._citri_LH276	2
Xanthomonas_euvesicatoria_LH3	2
Microbacterium_sp._1.5R	2
Rhizobium_sp._N1314	3
Xanthomonas_citri_malvacearum_MSCT	2
Actinophytocola_oryzae_DSM_45499	3
Mucilaginibacter_auburnensis_DSM_28175	2
Flavobacterium_endophyticum_DSM_29537	1
Motilibacter_peucedani_DSM_45328	2
Enterococcus_casseliflavus_NBRC_100478	2
Herbiconiux_solani_NBRC_106740	1
Erwinia_persicina_NBRC_102418	1
Marinobacterium_mangrovicola_DSM_27697	0
Sphingobacterium_yanglingense_DSM_28353	1
Labedella_gwakjiensis_DSM_21548	1
Candidatus_Eremiobacteraeota_bin_44	1
Candidatus_Eremiobacteraeota_bacterium_bin_33	0
Actinokineospora_cianjurensis_DSM_45657	1
Glomeribacter_phylotype_2	2
Glomeribacter_sp._phylotype_3	2
Mycobacterium_sp._OK889	1
Pseudomonas_sp._GV077	1
Pseudomonas_sp._GV021	1
Promicromonospora_sp._AC04	1
Elizabethkingia_sp._YR214	1
Mycobacterium_sp._YR708	1
Novosphingobium_sp._GV027	1
Cellvibrio_sp._YR554	2
Variovorax_sp._GV051	1
Niastella_sp._CF465	1
Flavobacterium_sp._GV069	1
Massilia_sp._GV090	5
Methylobacterium_sp._GV094	1
Pseudomonas_sp._GV058	1
Pedobacter_sp._OK701	1
Pedobacter_sp._YR016	1
Flavobacterium_sp._GV030	1
Rhizobium_sp._GV031	3
Pseudomonas_sp._GV087	1
Bacillus_sp._OK085	12
Paraburkholderia_sp._GV073	1
Duganella_sp._GV083	7
Paraburkholderia_sp._GV068	1
Paenisporosarcina_sp._OV554	12
Massilia_sp._GV016	5
Novosphingobium_sp._GV079	1
Pedobacter_sp._CF074	1
Pseudomonas_sp._GV105	1
Novosphingobium_sp._GV061	1
Nocardioides_sp._CF167	1
Paraburkholderia_sp._GV052	1
Variovorax_sp._GV008	1
Rhodococcus_sp._OK551	1
Pseudomonas_sp._GV047	1
Rhizobium_skierniewicense_DSM_26438	2
Rhizobium_pisi_DSM_30132	1
Rhizobium_sullae_DSM_14623	1
Rhizobium_pseudoryzae_DSM_19479	2
Rhizobium_halophytocola_DSM_21600	0
Rhizobium_cellulosilyticum_DSM_18291	1
Rhizobium_smilacinae_CCTCC_AB_2013016	1
Rhizobium_paknamense_DSM_100301	1
Rhizobium_populi_CCTCC_AB_2013068	1
Rhizobium_yantingense_CCTCC_AB_2014007	1
Rhizobium_leguminosarum_CGMCC_1.2553	1
Rhizobium_rhizoryzae_DSM_29514	1
Rhizobium_taibaishanense_DSM_100021	1
Rhizobium_sophoriradicis_CCBAU_03470	1
Pelomonas_sp._BT06	1
Rhizobium_pakistanense_CCBAU_101086	0
Rhizobium_helianthi_CGMCC_1.12192	0
Rhizobium_anhuiense_CGMCC_1.12621	1
Rhizobium_mesoamericanum_DSM_28449	1
Rhizobium_phaseoli_DSM_30137	1
Pseudomonas_syringae_711	1
Mycobacterium_sp._OK887	1
Duganella_sp._GV053	7
Bacillus_sp._OV752	14
Paraburkholderia_sp._GV072	1
Duganella_sp._GV066	7
Pseudomonas_sp._GV085	1
Rhodococcus_sp._OK519	1
Bacillus_sp._OK077	14
Flavobacterium_sp._GV063	1
Paraburkholderia_sp._GV060	1
Luteibacter_sp._OK325	1
Bacillus_sp._YR335	17
Rhodococcus_sp._OK611	1
Acidovorax_sp._CF301	1
Variovorax_sp._BT01	2
Elizabethkingia_sp._YR191	1
Pseudomonas_sp._GV041	1
Pseudomonas_sp._GV012	1
Bacillus_sp._OV186	1
Massilia_sp._GV045	4
Variovorax_sp._GV040	1
Pseudomonas_sp._GV054	1
Pseudomonas_sp._GV071	1
Novosphingobium_sp._GV055	1
Pedobacter_sp._OK628	1
Aminobacter_sp._AP02	1
Pseudomonas_sp._GV091	1
Duganella_sp._GV089	7
Promicromonospora_sp._CF082	1
Mycobacterium_sp._YR782	1
Duganella_sp._GV039	7
Massilia_sp._GV097	4
Pleomorphomonas_sp._CF100	1
Methylobacterium_sp._GV104	1
Novosphingobium_sp._GV064	1
Rhodococcus_sp._OK269	1
Rhizobium_sophorae_CCBAU_03386	1
Rhizobium_mesosinicum_LMG_24135	1
Pedobacter_sp._OK291	1
Kocuria_sp._OV113	3
Promicromonospora_sp._YR516	1
Pusillimonas_sp._YR330	1
Pedobacter_sp._CF523	1
Pedobacter_sp._YR510	1
Novosphingobium_sp._GV002	2
Dyella_sp._YR388	1
Asticcacaulis_sp._CF398	1
Flavobacterium_sp._GV029	4
Flavobacterium_sp._GV028	4
Novosphingobium_sp._GV013	2
Hymenobacter_sp._YR204	1
Chryseobacterium_sp._T16E-39	5
Deinococcus_ficus_CC-FR2-10	3
Nocardioides_sp._CF479	1
Clostridium_tyrobutyricum_DSM_2637	1
Rhodococcus_kunmingensis_DSM_45001	1
Microbacterium_sp._WCS2014-259	2
Xanthomonas_sp._WCS2014-23	3
Staphylococcus_haemolyticus_AtHG25	6
Nocardiopsis_sp._L17-MgMaSL7	1
Microbispora_sp._NRRL_B-24597	1
Actinoplanes_subtropicus_NRRL_B-24665	1
Curtobacterium_sp._ER1/6	3
Curtobacterium_pusillum_AA3	3
Kitasatospora_arboriphila_NRRL_B-24581	1
Ochrobactrum_pituitosum_AA2	5
Elizabethkingia_endophytica_JM-87	1
Ensifer_shofinae_CCBAU_251167	1
